ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
2105,ARCH,2105,1A,,6,"Coates,Gavin Scott",We 09:30AM - 12:20PM,KB113,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Plants & Planting Design 1,,Open,0,100,0,UG - Dept of Architecture
2111,ARCH,2111,1A,,6,"Delpon Carrillo,Andres; Mak,Wing Sze",MoTh 02:00PM - 05:50PM,KB623,09/02/2019 - 11/28/2019,,Th 02:00PM - 05:50PM,KB623,10/10/2019 - 10/10/2019,,,,,,,,,Landscape Design Studio 1,,Open,0,100,0,UG - Dept of Architecture
3064,ARCH,3064,1A,,6,,Fr 02:30PM - 05:20PM,LE1,09/06/2019 - 11/29/2019,,,,,,,,,,,,,Building Technology 2 - Building Structures,,Open,0,100,0,UG - Architecture Faculty
3099,ARCH,3099,1A,,6,"Kelly,Ashley Scott",Fr 09:30AM - 12:20PM,KB622,09/06/2019 - 11/29/2019,,,,,,,,,,,,,Landscape Representation 2: Systems and Simulations,,Open,0,100,0,UG - Dept of Architecture
3102,ARCH,3102,1A,,6,"Chan,Ka Hing Jason",Mo 09:30AM - 12:20PM,KB113,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Technology in Landscape Architecture,,Open,0,100,0,UG - Dept of Architecture
3105,ARCH,3105,1A,,6,"Chu,Cecilia Louise; Lu,Xiaoxuan",Tu 10:00AM - 12:20PM,KB622,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Theories and Practices of Contemporary Landscape Architecture,,Open,0,100,0,UG - Dept of Architecture
4602,ARCH,4602,1A,,6,,Mo 12:30PM - 02:20PM,KKLG109,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Building Technology 4 - Building Construction and Practice,,Open,0,100,0,UG - Architecture Faculty
1001,BASC,1001,1A,,6,"Johnson,Michael David; Luo,Hao; Wotherspoon,Timothy David",Mo 12:30PM - 02:20PM,CPD-2.16,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Qualitative and Quantitative Methods in Interdisciplinary Studies I,,Open,0,100,0,UG - Social Sciences Faculty
1101,BBED,1101,1A,,6,"Chan,Suk Ying Eva",Mo 09:30AM - 11:20AM,RM206,09/02/2019 - 11/18/2019,,,,,,,,,,,,,Becoming a teaching professional: Education in a globalized society 1,,Open,0,100,0,UG - Education Faculty
1101,BBED,1101,1B,,6,"Leung,Shuk Ching Jessica",Th 01:30PM - 03:20PM,RM302,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Becoming a teaching professional: Education in a globalized society 1,,Open,0,100,0,UG - Education Faculty
1101,BBED,1101,1C,,6,"Moorhouse,Benjamin Luke",Fr 09:30AM - 11:20AM,RM203,09/06/2019 - 11/29/2019,,,,,,,,,,,,,Becoming a teaching professional: Education in a globalized society 1,,Open,0,100,0,UG - Education Faculty
1101,BBED,1101,1D,,6,"Tai,Chung Pui",We 10:30AM - 12:20PM,MW606,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Becoming a teaching professional: Education in a globalized society 1,,Open,0,100,0,UG - Education Faculty
2101,BBED,2101,1A,,6,"Wu,Ka Yu Florence",Mo 03:30PM - 05:20PM,MW550,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Becoming a teaching professional: Understanding learning and teaching 1,,Open,0,100,0,UG - Education Faculty
2101,BBED,2101,1B,,6,"Lee,An Yee Queenie",Mo 03:30PM - 05:20PM,MW606,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Becoming a teaching professional: Understanding learning and teaching 1,,Open,0,100,0,UG - Education Faculty
2101,BBED,2101,1C,,6,"Siu,Cho Kei Aaron",Th 10:30AM - 12:20PM,MW646,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Becoming a teaching professional: Understanding learning and teaching 1,,Open,0,100,0,UG - Education Faculty
2101,BBED,2101,1D,,6,"Lee,An Yee Queenie",We 10:30AM - 12:20PM,MW405,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Becoming a teaching professional: Understanding learning and teaching 1,,Open,0,100,0,UG - Education Faculty
2101,BBED,2101,1E,,6,"Siu,Cho Kei Aaron",We 10:30AM - 12:20PM,MW411,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Becoming a teaching professional: Understanding learning and teaching 1,,Open,0,100,0,UG - Education Faculty
3001,BBED,3001,1A,,6,"Chan Pun,Kit Ling",Mo 10:30AM - 12:20PM,RM203,09/02/2019 - 12/02/2019,,,,,,,,,,,,,Catering for Diverse Learning Needs,,Open,0,100,0,UG - Education Faculty
3001,BBED,3001,1B,,6,"Yeung,Pui Sze",We 10:30AM - 12:20PM,RM203,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Catering for Diverse Learning Needs,,Open,0,100,0,UG - Education Faculty
3001,BBED,3001,1C,,6,"Wu,Ka Yu Florence",We 10:30AM - 12:20PM,MW550,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Catering for Diverse Learning Needs,,Open,0,100,0,UG - Education Faculty
3001,BBED,3001,1D,,6,"Wu,Ka Yu Florence",Th 10:30AM - 12:20PM,MW550,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Catering for Diverse Learning Needs,,Open,0,100,0,UG - Education Faculty
3001,BBED,3001,1E,,6,"Yeung,Pui Sze",Th 10:30AM - 12:20PM,MW505,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Catering for Diverse Learning Needs,,Open,0,100,0,UG - Education Faculty
3201,BBED,3201,1A,,6,"Hui,Sau Yan",Mo 03:30PM - 05:20PM,MW405,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Pedagogy I: Becoming a Competent and Reflective Teacher,,Open,0,100,0,UG - Education Faculty
3221,BBED,3221,1A,,6,"Nicholson,Suzanne",Tu 10:30AM - 12:20PM,RM203,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Pedagogy I: Learning and teaching English in primary school (Oracy),,Open,0,100,0,UG - Education Faculty
3221,BBED,3221,1B,,6,"Chan,Yu Yan Cheri",Fr 12:30PM - 02:20PM,MW403,09/06/2019 - 11/29/2019,,,,,,,,,,,,,Pedagogy I: Learning and teaching English in primary school (Oracy),,Open,0,100,0,UG - Education Faculty
3241,BBED,3241,1A,,6,"Chan,Suk Ying Eva",We 09:30AM - 12:20PM,RM204,09/04/2019 - 10/30/2019,,,,,,,,,,,,,Pedagogy I: Becoming a Curriculum Leader,,Open,0,100,0,UG - Education Faculty
3261,BBED,3261,1A,,6,"Yip,Wing Yan Valerie",Fr 09:30AM - 11:20AM,RM304,09/06/2019 - 11/29/2019,,Fr 08:30AM - 10:20AM,RM304,11/01/2019 - 11/01/2019,,,,,,,,,Teaching and Learning of science I,,Open,0,100,0,UG - Education Faculty
3261,BBED,3261,1B,,6,"Yip,Wing Yan Valerie",Fr 12:30PM - 02:20PM,RM304,09/06/2019 - 11/29/2019,,Fr 10:30AM - 12:20PM,RM304,11/01/2019 - 11/01/2019,,,,,,,,,Teaching and Learning of science I,,Open,0,100,0,UG - Education Faculty
3371,BBED,3371,1A,,6,"Chan,Kam Ho; Yip,Wing Yan Valerie",Sa 09:00AM - 12:50PM,RM304,09/07/2019 - 11/16/2019,,,,,,,,,,,,,Practical Work and Scientific Inquiry - Biology,,Open,0,100,0,UG - Education Faculty
3372,BBED,3372,1A,,6,"Chan,Kam Lam",Sa 02:00PM - 04:50PM,RM305,09/21/2019 - 11/30/2019,,Sa 10:00AM - 12:50PM,RM305,10/12/2019 - 10/26/2019,,,,,,,,,Practical Work and Scientific Inquiry - Chemistry,,Open,0,100,0,UG - Education Faculty
3373,BBED,3373,1A,,6,"Leung,Kin Yi",Sa 09:30AM - 12:20PM,RM302,09/07/2019 - 11/23/2019,,,,,,,,,,,,,Practical Work and Scientific Inquiry - Physics,,Open,0,100,0,UG - Education Faculty
4001,BBED,4001,1A,,6,"Jung,Jisun",MoFr 09:00AM - 11:20AM,RM301,09/02/2019 - 10/04/2019,,,,,,,,,,,,,Social and Philosophical Foundations of Education,,Open,0,100,0,UG - Education Faculty
4001,BBED,4001,1B,,6,"Wang,Dan; Wong,Wai Lun",We 01:00PM - 03:20PM,RM304,09/04/2019 - 11/13/2019,,,,,,,,,,,,,Social and Philosophical Foundations of Education,,Open,0,100,0,UG - Education Faculty
4002,BBED,4002,1C,,6,"Wang,Kuan Yun Rhoda; Wu,Ka Yu Florence",Mo 10:30AM - 12:20PM,MW401,09/02/2019 - 09/30/2019,,Fr 10:30AM - 12:20PM,MW411,09/06/2019 - 10/11/2019,,We 02:30PM - 04:20PM,MW411,10/09/2019 - 10/09/2019,,,,,Understanding and Guiding Whole-Person Development,,Open,0,100,0,UG - Education Faculty
4002,BBED,4002,1D,,6,"Tan,Cheng Yong",We 10:30AM - 12:20PM,RM205,09/04/2019 - 10/09/2019,,Fr 10:30AM - 12:20PM,RM205,09/06/2019 - 10/11/2019,,,,,,,,,Understanding and Guiding Whole-Person Development,,Open,0,100,0,UG - Education Faculty
4002,BBED,4002,1E,,6,"Lee,An Yee Queenie; Tan,Cheng Yong",Tu 02:30PM - 04:20PM,MW401,09/03/2019 - 10/08/2019,,Th 10:30AM - 12:20PM,MW401,09/05/2019 - 10/10/2019,,Mo 10:30AM - 12:20PM,MW505,09/30/2019 - 09/30/2019,,,,,Understanding and Guiding Whole-Person Development,,Open,0,100,0,UG - Education Faculty
4202,BBED,4202,1A,,6,"Lai,Man Yung Wendy; Lin,Chin-Hsi",We 02:30PM - 04:20PM,MW401,09/04/2019 - 10/09/2019,,Fr 10:30AM - 12:20PM,MW646,09/06/2019 - 10/11/2019,,,,,,,,,Pedagogy II: Teaching Chinese in Putonghua and Teaching Putonghua as a subject,,Open,0,100,0,UG - Education Faculty
4222,BBED,4222,1A,,6,"Nicholson,Suzanne",Mo 02:30PM - 04:20PM,RM202,09/02/2019 - 09/30/2019,,We 02:30PM - 04:20PM,RM202,09/04/2019 - 09/04/2019,,Th 10:30AM - 12:20PM,RM202,09/05/2019 - 10/10/2019,,,,,Pedagogy II: Learning and teaching English in primary school (Literacy),,Open,0,100,0,UG - Education Faculty
4222,BBED,4222,1B,,6,"Moorhouse,Benjamin Luke",Mo 02:30PM - 04:20PM,RM204,09/02/2019 - 09/30/2019,,We 02:30PM - 04:20PM,RM204,09/04/2019 - 09/04/2019,,Th 10:30AM - 12:20PM,RM204,09/05/2019 - 10/10/2019,,,,,Pedagogy II: Learning and teaching English in primary school (Literacy),,Open,0,100,0,UG - Education Faculty
4242,BBED,4242,1A,,6,"Cheng,Ka Lok Anthony",Tu 01:30PM - 03:20PM,RM202,09/03/2019 - 10/08/2019,,Fr 11:30AM - 01:20PM,RM202,09/06/2019 - 10/11/2019,,Fr 02:30PM - 04:20PM,RM301,09/20/2019 - 09/20/2019,,,,,Pedagogy II: Becoming a Professional Independent Enquiry Study (IES) Supervisor,,Open,0,100,0,UG - Education Faculty
4243,BBED,4243,1A,,6,"Chan,Suk Ying Eva",MoTh 12:30PM - 02:20PM,RM403,09/02/2019 - 10/03/2019,,Sa 09:00AM - 12:50PM,RM403,10/12/2019 - 10/12/2019,,,,,,,,,Pedagogy III: Becoming a Reflective Practitioner,,Open,0,100,0,UG - Education Faculty
4301,BBED,4301,1A,,6,"Lam,Wai Ip; Lin,Chin-Hsi",Mo 02:30PM - 04:20PM,MW401,09/02/2019 - 09/30/2019,,We 10:30AM - 12:20PM,MW402,09/04/2019 - 10/09/2019,,Th 02:30PM - 04:20PM,MW411,10/10/2019 - 10/10/2019,,,,,PCK I: Learning and Teaching Spoken and Written Discourse,,Open,0,100,0,UG - Education Faculty
4321,BBED,4321,1A,,6,"Lo,Margaret Muann",Tu 10:30AM - 12:20PM,MW403,09/03/2019 - 10/08/2019,,Fr 02:30PM - 04:20PM,MW403,09/06/2019 - 10/04/2019,,We 02:30PM - 04:20PM,MW403,10/02/2019 - 10/02/2019,,,,,Pedagogical content knowledge for teaching English in primary school,,Open,0,100,0,UG - Education Faculty
4321,BBED,4321,1B,,6,"Moorhouse,Benjamin Luke",Tu 02:30PM - 04:20PM,RM204,09/03/2019 - 10/08/2019,,Fr 02:30PM - 04:20PM,RM204,09/06/2019 - 10/04/2019,,We 02:30PM - 04:20PM,RM204,09/11/2019 - 10/02/2019,,,,,Pedagogical content knowledge for teaching English in primary school,,Open,0,100,0,UG - Education Faculty
5204,BBED,5204,1A,,6,,We 02:30PM - 04:20PM,MW405,09/04/2019 - 10/30/2019,,,,,,,,,,,,,Pedagogy IV: Becoming a teacher with global vision,,Open,0,100,0,UG - Education Faculty
5224,BBED,5224,1A,,6,,We 02:30PM - 05:20PM,MW646,11/06/2019 - 12/04/2019,,,,,,,,,,,,,Pedagogy IV: Learning and teaching English in secondary school (Literacy),,Open,0,100,0,UG - Education Faculty
5224,BBED,5224,1B,,6,,We 02:30PM - 05:20PM,RM203,11/06/2019 - 12/04/2019,,,,,,,,,,,,,Pedagogy IV: Learning and teaching English in secondary school (Literacy),,Open,0,100,0,UG - Education Faculty
5263,BBED,5263,1A,,6,"Leung,Shuk Ching Jessica",We 04:30PM - 06:20PM,RM202,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Nature of Science and Socioscientific issues,,Open,0,100,0,UG - Education Faculty
5302,BBED,5302,1A,,6,,We 02:30PM - 05:20PM,MW405,11/06/2019 - 11/20/2019,,,,,,,,,,,,,PCK II: Language Learning and Teaching from Psycholinguistic and Sociolinguistic Perspectives,,Open,0,100,0,UG - Education Faculty
6714,BBED,6714,1A,,6,,Fr 09:30AM - 11:20AM,RM204,09/06/2019 - 11/29/2019,,,,,,,,,,,,,Teaching Chinese as a First language in Global Contexts,,Open,0,100,0,UG - Education Faculty
6745,BBED,6745,1A,,6,"Lee,Man Sang Arthur; Wong,Ka Lok",Mo 03:30PM - 05:20PM,RM402,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Teaching Mathematics Across the Curriculum,,Open,0,100,0,UG - Education Faculty
6761,BBED,6761,1A,,6,"Chan,Suk Ying Eva",Tu 10:30AM - 12:20PM,RM202,09/03/2019 - 10/08/2019,,Th 10:30AM - 12:20PM,RM203,09/05/2019 - 10/10/2019,,,,,,,,,Geography Education in Practice: Local and International Perspectives,,Open,0,100,0,UG - Education Faculty
6783,BBED,6783,1A,,6,,We 06:30PM - 08:20PM,MW103,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Mentoring for Social Justice and Inclusion,,Open,0,100,0,UG - Education Faculty
3012,BBMS,3012,1A,,6,"Boheler,Kenneth Richard; Chan,Danny; Chan,Pui Barbara; Cheah,Song Eng Kathryn; Cheung,Chi Hang Martin; Lian,Qizhou; Ng,Kit Ray; Ngan,Sau Wai Elly; Zhou,Zhongjun",Mo 09:30AM - 11:20AM,KB112,09/02/2019 - 12/02/2019,,Th 09:30AM - 10:20AM,KB112,09/05/2019 - 12/05/2019,,,,,,,,,Stem Cell Biotechnologies in Regenerative Medicine,,Open,0,100,0,UG - School of Biomedical Sciences
4003,BBMS,4003,1A,,6,"Cheung,Chi Hang Martin; Gao,Bo; Sham,Mai Har; Zhou,Zhongjun",Mo 11:30AM - 12:20PM,JLG03,09/02/2019 - 12/02/2019,,Th 10:30AM - 12:20PM,MB256,09/05/2019 - 12/05/2019,,,,,,,,,Developmental Genetics,,Open,0,100,0,UG - School of Biomedical Sciences
1001,BECE,1001,1A,,6,"Wang,Kuan Yun Rhoda",Mo 09:30AM - 11:20AM,MW550,09/02/2019 - 12/02/2019,,,,,,,,,,,,,Early Childhood Development,,Open,0,100,0,UG - Education Faculty
1002,BECE,1002,1A,,6,"Wang,Kuan Yun Rhoda",Th 10:30AM - 12:20PM,RM205,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Educational Psychology for Early Childhood Educators,,Open,0,100,0,UG - Education Faculty
1003,BECE,1003,1A,,6,"Lee,Pui Ling Diana",We 09:30AM - 12:20PM,MW403,09/04/2019 - 10/30/2019,,,,,,,,,,,,,Young Children with Exceptional Needs,,Open,0,100,0,UG - Education Faculty
1600,BIOC,1600,1A,,6,"Cheng,Yuk Luen Lydia; Ho,Charlene C; Huen,Shing Yan Michael; Tanner,Julian Alexander; Wong,Choi Wah Brian",Mo 02:30PM - 05:20PM,KB223,09/02/2019 - 12/02/2019,,,,,,,,,,,,,Perspectives in biochemistry,,Open,0,100,0,UG - Science Faculty
2600,BIOC,2600,1A,,6,"Kotaka,Masayo; Lee,Chi Wai; Qian,Chengmin; Wong,Siu Lun",Fr 03:30PM - 05:20PM,MWT1,09/06/2019 - 11/29/2019,,,,,,,,,,,,,Basic biochemistry,,Open,0,100,0,UG - Science Faculty
3601,BIOC,3601,1A,,6,"Cheng,Yuk Luen Lydia; Lim,Lee Wei; Wong,Nai Sum",Tu 01:30PM - 03:20PM,CPD-LG.07,09/03/2019 - 11/26/2019,,Fr 02:30PM - 03:20PM,CPD-2.58,09/06/2019 - 11/29/2019,,,,,,,,,Basic Metabolism,,Open,0,100,0,UG - Science Faculty
4610,BIOC,4610,1A,,6,"Chan,Danny; Lai,Kwok On; Shum,Kwok Yan Daisy; Yao,Kwok Ming",Mo 09:30AM - 11:20AM,LE2,09/02/2019 - 11/25/2019,,Th 09:30AM - 10:20AM,LE2,09/05/2019 - 11/28/2019,,,,,,,,,Advanced biochemistry,,Open,0,100,0,UG - Science Faculty
4613,BIOC,4613,1A,,6,"Chan,Danny; Tanner,Julian Alexander; Wong,Choi Wah Brian",Tu 12:30PM - 01:20PM,LE9,09/03/2019 - 11/26/2019,,Th 12:30PM - 07:50PM,FMLG-20,09/05/2019 - 11/28/2019,,,,,,,,,Advanced techniques in biochemistry & molecular biology,,Open,0,100,0,UG - Science Faculty
1110,BIOL,1110,1A,,6,"Chow,Kwok Chong Billy; Lo,Sze Chung Clive; Yuen,Wing Yee Karen; Zhang,Jiangwen",Mo 12:30PM - 01:20PM,MWT2,09/02/2019 - 11/25/2019,,Th 12:30PM - 01:20PM,MWT1,09/05/2019 - 11/28/2019,,Fr 12:30PM - 01:20PM,MWT1,09/06/2019 - 11/29/2019,,,,,From molecules to cells,,Open,0,100,0,UG - Science Faculty
1201,BIOL,1201,1A,,6,"Lee,Chung Yung Jetty; Shah,Nagendra; Zhang,Lu",Mo 11:30AM - 12:20PM,LE1,09/02/2019 - 11/25/2019,,We 11:30AM - 12:20PM,LE1,09/04/2019 - 11/27/2019,,Fr 11:30AM - 12:20PM,LE1,09/06/2019 - 11/29/2019,,,,,Introduction to food and nutrition,,Open,0,100,0,UG - Science Faculty
2101,BIOL,2101,1A,,6,"Lee,Chung Yung Jetty; Zhang,Lu",Th 10:30AM - 12:20PM,LE1,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Principles of food chemistry,,Open,0,100,0,UG - Science Faculty
2103,BIOL,2103,1A,,6,"Chow,Kwok Chong Billy; Lui,Wing Yee; Yan,Aixin",Mo 09:30AM - 11:20AM,LE5,09/02/2019 - 11/18/2019,,,,,,,,,,,,,Biological sciences laboratory course,,Open,0,100,0,UG - Science Faculty
2103,BIOL,2103,1B,,6,"Chow,Kwok Chong Billy; Lui,Wing Yee; Yan,Aixin",Mo 09:30AM - 11:20AM,LE5,09/02/2019 - 11/18/2019,,,,,,,,,,,,,Biological sciences laboratory course,,Open,0,100,0,UG - Science Faculty
2220,BIOL,2220,1A,,6,"Lo,Sze Chung Clive",We 08:30AM - 10:20AM,KB223,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Principles of biochemistry,,Open,0,100,0,UG - Science Faculty
2306,BIOL,2306,1A,,6,"Dudgeon,David; Williams,Gray Argust",Tu 11:30AM - 12:20PM,MWT7,09/03/2019 - 11/26/2019,,Fr 11:30AM - 12:20PM,MWT7,09/06/2019 - 11/29/2019,,,,,,,,,Ecology and evolution,,Open,0,100,0,UG - Science Faculty
3101,BIOL,3101,1A,,6,"Sin,Yung Wa",Th 10:30AM - 12:20PM,CPD-LG.61,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Animal behaviour,,Open,0,100,0,UG - Science Faculty
3201,BIOL,3201,1A,,6,"Lee,Chung Yung Jetty; Zhang,Lu",Th 10:30AM - 12:20PM,LE1,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Food chemistry,,Open,0,100,0,UG - Science Faculty
3202,BIOL,3202,1A,,6,"Chan,Chi Bun; Louie,Chun Yu Jimmy",Mo 01:30PM - 02:20PM,MWT4,09/02/2019 - 11/25/2019,,Tu 01:30PM - 02:20PM,MWT4,09/03/2019 - 11/26/2019,,Th 01:30PM - 02:20PM,MWT4,09/05/2019 - 11/28/2019,,,,,Nutritional biochemistry,,Open,0,100,0,UG - Science Faculty
3205,BIOL,3205,1A,,6,"Chan,Chi Bun; Lui,Wing Yee; Wong,On Lam Anderson",Mo 08:30AM - 09:20AM,MWT1,09/02/2019 - 11/25/2019,,Tu 08:30AM - 09:20AM,MWT1,09/03/2019 - 11/26/2019,,Fr 08:30AM - 09:20AM,MWT1,09/06/2019 - 11/29/2019,,,,,Human physiology,,Open,0,100,0,UG - Science Faculty
3209,BIOL,3209,1A,,6,"Lee,Chung Yung Jetty; Wang,Mingfu; Zhang,Lu",Tu 12:30PM - 01:20PM,MWT4,09/03/2019 - 11/26/2019,,Th 12:30PM - 01:20PM,MWT4,09/05/2019 - 11/28/2019,,Mo 02:30PM - 04:20PM,TT404,10/28/2019 - 10/28/2019,,,,,Food and nutrient analysis,,Open,0,100,0,UG - Science Faculty
3211,BIOL,3211,1A,,6,"Tan-Un,Kian Cheng",Mo 09:30AM - 12:20PM,LE9,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Nutrigenomics,,Open,0,100,0,UG - Science Faculty
3218,BIOL,3218,1A,,6,"Habimana,Olivier",Mo 11:30AM - 12:20PM,MWT7,09/02/2019 - 11/25/2019,,Th 11:30AM - 12:20PM,MWT7,09/05/2019 - 11/28/2019,,,,,,,,,Food hygiene and quality control,,Open,0,100,0,UG - Science Faculty
3301,BIOL,3301,1A,,6,"Cannicci,Stefano; Russell,Bayden Dwight; Yasuhara,Moriaki",Tu 12:30PM - 01:20PM,MW325,09/03/2019 - 11/26/2019,,Th 12:30PM - 01:20PM,MW325,09/05/2019 - 11/28/2019,,,,,,,,,Marine biology,,Open,0,100,0,UG - Science Faculty
3302,BIOL,3302,1A,,6,"Saunders,Richard Mark Kingsley",Tu 09:30AM - 10:20AM,LE7,09/03/2019 - 11/26/2019,,Th 09:30AM - 10:20AM,LE7,09/05/2019 - 11/28/2019,,,,,,,,,Systematics and phylogenetics,,Open,0,100,0,UG - Science Faculty
3401,BIOL,3401,1A,,6,"Chan,Chi Bun; Yuen,Wing Yee Karen; Zhai,Yuanliang",Mo 11:30AM - 12:20PM,LE4,09/02/2019 - 11/25/2019,,Th 11:30AM - 12:20PM,LE4,09/05/2019 - 11/28/2019,,,,,,,,,Molecular biology,,Open,0,100,0,UG - Science Faculty
3402,BIOL,3402,1A,,6,"Chye,Mee Len; Lui,Wing Yee; Wong,Sze Tsai Alice",Th 08:30AM - 10:20AM,LE1,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Cell biology and cell technology,,Open,0,100,0,UG - Science Faculty
3408,BIOL,3408,1A,,6,"Chan,Ying Wai; Schunter,Celia Marei",Tu 01:30PM - 03:20PM,LE9,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Genetics,,Open,0,100,0,UG - Science Faculty
3506,BIOL,3506,1A,,6,"Gaitan Espitia,Juan Diego; Schunter,Celia Marei",Mo 09:30AM - 11:20AM,MB201,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Evolutionary biology,,Open,0,100,0,UG - Science Faculty
4209,BIOL,4209,1A,,6,"Wang,Mingfu; Zhang,Lu",Mo 10:30AM - 11:20AM,LE4,09/02/2019 - 11/25/2019,,We 10:30AM - 11:20AM,LE4,09/04/2019 - 11/27/2019,,Fr 10:30AM - 11:20AM,LE4,09/06/2019 - 11/29/2019,,,,,Functional foods,,Open,0,100,0,UG - Science Faculty
4304,BIOL,4304,1A,,6,"Russell,Bayden Dwight",Tu 10:30AM - 12:20PM,MB217,09/03/2019 - 11/26/2019,,Th 10:30AM - 12:20PM,MB217,09/05/2019 - 11/28/2019,,,,,,,,,Ecosystem functioning and services,,Open,0,100,0,UG - Science Faculty
4411,BIOL,4411,1A,,6,"Chye,Mee Len",Fr 03:30PM - 05:20PM,LE7,09/06/2019 - 11/29/2019,,,,,,,,,,,,,Plant and food biotechnology,,Open,0,100,0,UG - Science Faculty
4922,BIOL,4922,1A,,6,"Wang,Mingfu",Mo 12:30PM - 01:20PM,MW325,09/02/2019 - 09/16/2019,,Fr 12:30PM - 01:20PM,MW325,09/06/2019 - 09/20/2019,,,,,,,,,Food product development and evaluation,,Open,0,100,0,UG - Science Faculty
1207,BMED,1207,1A,,6,"Wong,Nai Sum; Wong,Siu Lun; Yao,Kwok Ming",Mo 09:30AM - 11:20AM,MBG07,09/02/2019 - 11/25/2019,,Th 09:30AM - 10:20AM,MB121,09/05/2019 - 11/28/2019,,,,,,,,,Fundamentals of chemistry and biology for biomedical engineering,,Open,0,100,0,UG - Engineering Faculty
2206,BMED,2206,1A,,6,"Chan,Pui Barbara; Lee,Wei-Ning; Wang,Min",Tu 12:30PM - 01:20PM,MB256,09/03/2019 - 11/26/2019,,We 09:30AM - 12:20PM,MB256,09/04/2019 - 11/27/2019,,Fr 12:30PM - 02:20PM,MB256,09/06/2019 - 11/29/2019,,,,,Engineering in Biology and Medicine,,Open,0,100,0,UG - Engineering Faculty
2301,BMED,2301,1A,,6,"Kotaka,Masayo; Lee,Chi Wai; Qian,Chengmin; Wong,Siu Lun",Fr 03:30PM - 05:20PM,MWT1,09/06/2019 - 11/29/2019,,,,,,,,,,,,,Life sciences I (Biochemistry),,Open,0,100,0,UG - Engineering Faculty
2810,BMED,2810,1A,,6,"Fok,Wai Tung Wilton; Ho,Chi Shing",Mo 06:30PM - 09:20PM,LE5,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Engineering management and society,,Open,0,100,0,UG - Engineering Faculty
3001,BSCD,3001,1A,,6,"Rao,Nirmala",Fr 09:30AM - 12:20PM,MW505,09/06/2019 - 11/08/2019,,,,,,,,,,,,,Perspectives on early childhood development and learning,,Open,0,100,0,UG - Education Faculty
3002,BSCD,3002,1A,,6,"Ng,Yuen Ting Rita",Th 01:30PM - 04:20PM,MW505,09/05/2019 - 10/31/2019,,,,,,,,,,,,,Physical development,,Open,0,100,0,UG - Education Faculty
3004,BSCD,3004,1A,,6,"Barrett,Elizabeth Ann",We 09:30AM - 12:20PM,RM202,09/04/2019 - 10/30/2019,,,,,,,,,,,,,Cognitive and language development,,Open,0,100,0,UG - Education Faculty
3006,BSCD,3006,1A,,6,"Lee,Pui Ling Diana",Fr 02:30PM - 05:20PM,MW505,09/06/2019 - 11/08/2019,,,,,,,,,,,,,Observation and assessment of children and early childhood programs,,Open,0,100,0,UG - Education Faculty
4002,BSCD,4002,1A,,6,"Lee,Pui Ling Diana",Tu 02:30PM - 05:20PM,MW550,09/03/2019 - 11/05/2019,,,,,,,,,,,,,Development and education of young children with special needs,,Open,0,100,0,UG - Education Faculty
4003,BSCD,4003,1A,,6,"Ng,Yuen Ting Rita",We 09:30AM - 12:20PM,MW505,09/04/2019 - 10/30/2019,,,,,,,,,,,,,"Young children, family and the changing world",,Open,0,100,0,UG - Education Faculty
6001,BSCD,6001,1A,,6,"Cohrssen,Caroline Susan",Mo 02:30PM - 05:20PM,MW505,09/02/2019 - 11/04/2019,,,,,,,,,,,,,Children’s play and learning,,Open,0,100,0,UG - Education Faculty
